MotorPowerkW,MotorSpeed,PumpRate,TimePumpOn,CasingFriction
68.47,198,58.5,288.0,1451.8
68.57,198,56.7,291.2,1453.47
68.68,198,59.9,294.4,1449.0
68.78,198,60.4,297.6,1450.74
68.9,199,62.6,300.8,1448.54
69.01,199,58.8,304.0,1452.7
69.13,199,56.3,307.2,1451.08
69.25,199,63.2,310.4,1450.51
69.37,199,61.3,313.6,1453.22
69.5,199,58.4,316.8,1448.04
69.62,199,59.4,320.0,1450.4
69.75,200,59.4,323.2,1453.13
69.88,200,61.1,326.4,1448.99
70.01,200,60.3,329.6,1445.86
70.14,200,61.0,332.8,1451.39
70.26,200,61.6,336.0,1450.31
70.39,201,59.7,339.2,1450.87
70.52,201,60.9,342.4,1449.68
70.64,201,58.3,345.6,1448.35
70.76,201,56.5,348.8,1448.95
70.88,201,62.5,352.0,1450.91
71.0,201,60.3,355.2,1450.04
71.12,202,58.8,358.4,1451.17
71.23,202,59.8,361.6,1449.68
71.34,202,60.5,364.8,1449.68
71.44,202,61.2,368.0,1449.08
71.54,202,61.1,371.2,1454.24
71.64,202,59.6,374.4,1450.77
71.73,202,60.8,377.6,1450.45
71.82,202,58.6,380.8,1449.39
71.9,203,60.4,384.0,1451.85
71.97,203,58.5,387.2,1451.76
72.04,203,57.6,390.4,1449.78
72.11,203,60.8,393.6,1451.82
72.17,203,60.5,396.8,1448.45
72.22,203,58.5,400.0,1449.67
72.26,203,62.8,403.2,1451.41
72.3,203,58.5,406.4,1447.53
72.34,203,61.2,409.6,1448.4
72.36,203,57.3,412.8,1450.97
72.38,203,63.9,416.0,1448.99
72.39,203,57.3,419.2,1450.56
72.4,203,59.1,422.4,1449.26
72.4,203,60.6,425.6,1450.25
72.39,203,60.4,428.8,1452.0
72.38,203,60.4,432.0,1448.72
72.35,203,60.2,435.2,1451.06
72.33,203,60.6,438.4,1447.91
72.29,203,59.5,441.6,1450.58
72.25,203,57.6,444.8,1450.71
72.2,203,61.2,448.0,1452.71
72.15,203,57.7,451.2,1450.2
72.09,203,62.0,454.4,1454.87
72.02,203,61.3,457.6,1449.26
71.95,203,58.8,460.8,1448.65
71.87,203,61.1,464.0,1449.9
71.79,202,58.2,467.2,1450.74
71.7,202,58.2,470.4,1452.29
71.61,202,58.2,473.6,1450.83
71.51,202,59.6,476.8,1449.4
71.41,202,60.9,480.0,1451.24
71.31,202,62.6,483.2,1449.36
71.2,202,61.2,486.4,1447.87
71.08,201,60.5,489.6,1450.99
70.97,201,62.3,492.8,1451.37
70.85,201,61.1,496.0,1452.69
70.73,201,58.7,499.2,1451.62
70.6,201,61.7,502.4,1448.57
70.48,201,58.7,505.6,1450.04
70.35,200,56.1,508.8,1448.03
70.23,200,60.3,512.0,1450.09
70.1,200,63.3,515.2,1447.97
69.97,200,60.2,518.4,1449.13
69.84,200,59.9,521.6,1450.24
69.71,200,59.4,524.8,1452.93
69.59,199,59.8,528.0,1449.49
69.46,199,61.0,531.2,1444.45
69.34,199,59.8,534.4,1451.78
69.22,199,58.5,537.6,1451.45
69.1,199,61.7,540.8,1450.32
68.98,199,60.6,544.0,1448.39
68.86,198,61.0,547.2,1450.3
68.75,198,60.0,550.4,1450.33
68.64,198,59.8,553.6,1449.65
68.54,198,59.2,556.8,1448.32
68.44,198,57.4,560.0,1451.15
68.35,198,59.5,563.2,1450.24
68.26,198,58.2,566.4,1448.79
68.17,198,61.1,569.6,1451.24
68.09,197,58.4,572.8,1450.9
68.02,197,61.7,576.0,1449.73
67.95,197,61.9,579.2,1448.03
67.88,197,60.6,582.4,1450.35
67.83,197,58.5,585.6,1450.69
67.77,197,59.4,588.8,1445.27
67.73,197,62.9,592.0,1452.26
67.69,197,59.5,595.2,1447.69
67.66,197,61.3,598.4,1452.44
67.63,197,59.6,601.6,1449.84
67.62,197,62.3,604.8,1449.98
67.6,197,60.4,608.0,1446.63
67.6,197,61.0,611.2,1446.58
67.6,197,61.4,614.4,1449.73
67.61,197,58.6,617.6,1447.91
67.63,197,58.5,620.8,1449.39
67.65,197,60.1,624.0,1449.27
67.68,197,59.1,627.2,1447.46
67.72,197,58.3,630.4,1447.83
67.76,197,63.3,633.6,1448.17
67.81,197,61.4,636.8,1447.91
67.86,197,60.3,640.0,1447.83
67.92,197,61.4,643.2,1450.94
67.99,197,60.0,646.4,1452.56
68.06,197,60.8,649.6,1449.73
68.14,197,58.4,652.8,1450.05
68.22,198,62.1,656.0,1448.77
68.31,198,60.1,659.2,1453.37
68.41,198,59.4,662.4,1448.97
68.51,198,58.5,665.6,1451.39
68.61,198,61.4,668.8,1449.85
68.71,198,61.8,672.0,1451.53
68.82,198,58.8,675.2,1448.77
68.94,199,60.4,678.4,1450.58
69.05,199,58.2,681.6,1454.34
69.17,199,60.6,684.8,1452.99
69.29,199,58.2,688.0,1450.46
69.42,199,58.9,691.2,1448.86
69.54,199,61.8,694.4,1449.7
69.67,200,59.7,697.6,1447.23
69.8,200,59.2,700.8,1449.47
69.92,200,60.6,704.0,1452.43
70.05,200,58.4,707.2,1446.51
70.18,200,62.0,710.4,1451.42
70.31,200,59.9,713.6,1451.82
70.43,201,60.4,716.8,1447.15
70.56,201,58.7,720.0,1449.29
70.68,201,59.4,723.2,1451.59
70.81,201,60.3,726.4,1451.7
70.93,201,63.0,729.6,1453.95
71.04,201,59.9,732.8,1453.06
71.16,202,58.8,736.0,1450.32
71.27,202,58.2,739.2,1452.35
71.37,202,58.2,742.4,1448.64
71.48,202,58.7,745.6,1447.86
71.58,202,57.5,748.8,1447.41
71.67,202,59.1,752.0,1446.92
71.76,202,60.0,755.2,1453.09
71.84,202,60.9,758.4,1450.71
71.92,203,58.3,761.6,1448.88
72.0,203,59.5,764.8,1447.21
72.07,203,60.1,768.0,1450.94
72.13,203,60.3,771.2,1448.04
72.18,203,58.3,774.4,1453.21
72.23,203,58.6,777.6,1452.12
72.28,203,57.4,780.8,1449.22
72.31,203,60.7,784.0,1452.29
72.35,203,60.8,787.2,1449.66
72.37,203,59.8,790.4,1450.72
72.39,203,60.6,793.6,1448.9
72.4,203,62.6,796.8,1449.75
72.4,203,61.3,0.0,1451.41
72.4,203,57.9,3.2,1451.38
72.39,203,61.1,6.4,1451.33
72.37,203,60.6,9.6,1448.89
72.35,203,59.0,12.8,1450.41
72.31,203,60.9,16.0,1451.88
72.28,203,58.9,19.2,1451.85
72.23,203,60.3,22.4,1448.32
72.18,203,59.2,25.6,1451.13
72.13,203,61.0,28.8,1447.49
72.07,203,59.8,32.0,1451.97
72.0,203,62.5,35.2,1451.7
71.92,203,61.9,38.4,1446.77
71.84,202,61.5,41.6,1450.01
71.76,202,61.3,44.8,1448.54
71.67,202,59.0,48.0,1450.69
71.58,202,58.0,51.2,1450.87
71.48,202,59.0,54.4,1446.51
71.37,202,60.2,57.6,1450.32
71.27,202,59.9,60.8,1449.96
71.16,202,59.7,64.0,1451.52
71.04,201,57.8,67.2,1448.88
70.93,201,63.5,70.4,1450.41
70.81,201,60.5,73.6,1451.06
70.68,201,58.7,76.8,1448.32
70.56,201,60.7,80.0,1453.72
70.43,201,57.9,83.2,1449.88
70.31,200,59.9,86.4,1452.65
70.18,200,58.5,89.6,1449.43
70.05,200,63.4,92.8,1453.9
69.92,200,58.7,96.0,1452.78
69.8,200,61.1,99.2,1453.13
69.67,200,61.6,102.4,1449.25
69.54,199,60.1,105.6,1451.59
69.42,199,56.3,108.8,1453.08
69.29,199,63.2,112.0,1448.09
69.17,199,62.2,115.2,1449.89
69.05,199,62.3,118.4,1451.28
68.94,199,61.6,121.6,1449.45
68.82,198,61.2,124.8,1451.16
68.71,198,60.3,128.0,1452.71
68.61,198,63.5,131.2,1451.95
68.51,198,59.8,134.4,1448.76
68.41,198,57.5,137.6,1452.61
68.31,198,59.5,140.8,1448.33
68.22,198,61.5,144.0,1446.9
68.14,197,58.0,147.2,1451.42
68.06,197,61.6,150.4,1452.33
67.99,197,59.3,153.6,1449.0
67.92,197,60.3,156.8,1446.73
67.86,197,60.1,160.0,1448.99
67.81,197,59.5,163.2,1451.04
67.76,197,57.9,166.4,1450.97
67.72,197,64.0,169.6,1449.64
67.68,197,63.5,172.8,1449.23
67.65,197,60.6,176.0,1449.97
67.63,197,61.2,179.2,1449.58
67.61,197,60.5,182.4,1450.52
67.6,197,59.6,185.6,1451.74
67.6,197,57.0,188.8,1451.28
67.6,197,61.4,192.0,1450.5
67.62,197,59.1,195.2,1451.82
67.63,197,62.9,198.4,1448.99
67.66,197,60.3,201.6,1451.31
67.69,197,60.1,204.8,1448.51
67.73,197,56.4,208.0,1451.42
67.77,197,59.1,211.2,1451.66
67.83,197,60.2,214.4,1451.42
67.88,197,60.4,217.6,1450.17
67.95,197,59.4,220.8,1447.89
68.02,197,61.3,224.0,1447.81
68.09,197,60.3,227.2,1451.55
68.17,198,57.1,230.4,1453.89
68.26,198,59.7,233.6,1450.78
68.35,198,58.1,236.8,1450.46
68.44,198,60.4,240.0,1449.62
68.54,198,59.5,243.2,1452.49
68.64,198,63.6,246.4,1445.61
68.75,198,61.9,249.6,1450.88
68.86,198,58.2,252.8,1448.79
68.98,199,59.3,256.0,1452.2
69.1,199,60.6,259.2,1450.21
69.22,199,62.7,262.4,1450.14
69.34,199,63.8,265.6,1451.25
69.46,199,59.2,268.8,1448.05
69.59,199,60.2,272.0,1450.4
69.71,200,60.2,275.2,1446.49
69.84,200,60.7,278.4,1448.68
69.97,200,58.3,281.6,1450.1
70.1,200,59.7,284.8,1449.17
70.23,200,60.6,288.0,1449.05
70.35,200,59.5,291.2,1449.15
70.48,201,61.3,294.4,1450.36
70.6,201,61.0,297.6,1450.44
70.73,201,59.8,300.8,1449.76
70.85,201,59.2,304.0,1447.08
70.97,201,60.7,307.2,1449.05
71.08,201,59.1,310.4,1448.93
71.2,202,58.1,313.6,1450.47
71.31,202,62.2,316.8,1448.37
71.41,202,57.2,320.0,1448.85
71.51,202,58.8,323.2,1451.61
71.61,202,59.1,326.4,1450.26
71.7,202,61.7,329.6,1448.84
71.79,202,59.9,332.8,1453.02
71.87,203,60.9,336.0,1451.2
71.95,203,59.7,339.2,1451.19
72.02,203,61.6,342.4,1448.13
72.09,203,60.1,345.6,1449.58
72.15,203,60.6,348.8,1447.17
72.2,203,63.3,352.0,1451.24
72.25,203,60.6,355.2,1450.4
72.29,203,61.3,358.4,1449.02
72.33,203,60.6,361.6,1452.08
72.35,203,62.1,364.8,1451.85
72.38,203,56.4,368.0,1448.18
72.39,203,61.4,371.2,1451.1
72.4,203,60.2,374.4,1452.13
72.4,203,60.6,377.6,1450.82
72.39,203,59.1,380.8,1450.29
72.38,203,59.1,384.0,1451.42
72.36,203,58.8,387.2,1449.78
72.34,203,61.0,390.4,1452.38
72.3,203,59.7,393.6,1448.35
72.26,203,59.4,396.8,1455.39
72.22,203,61.0,400.0,1449.3
72.17,203,59.6,403.2,1449.66
72.11,203,62.2,406.4,1450.05
72.04,203,60.3,409.6,1449.0
71.97,203,58.7,412.8,1451.79
71.9,203,62.2,416.0,1447.1
71.82,202,58.2,419.2,1448.91
71.73,202,59.6,422.4,1450.33
71.64,202,58.7,425.6,1447.39
71.54,202,60.1,428.8,1452.58
71.44,202,61.9,432.0,1448.53
71.34,202,60.3,435.2,1447.59
71.23,202,61.7,438.4,1449.42
71.12,202,57.6,441.6,1450.21
71.0,201,57.7,444.8,1449.56
70.88,201,56.0,448.0,1449.08
70.76,201,60.5,451.2,1449.25
70.64,201,58.9,454.4,1451.21
70.52,201,57.4,457.6,1447.91
70.39,201,61.0,460.8,1447.99
70.26,200,62.3,464.0,1450.89
70.14,200,59.6,467.2,1451.52
70.01,200,59.7,470.4,1449.31
69.88,200,59.3,473.6,1450.12
69.75,200,57.9,476.8,1450.35
69.62,199,60.2,480.0,1449.99
69.5,199,57.3,483.2,1450.91
69.37,199,59.6,486.4,1450.97
69.25,199,59.6,489.6,1452.23
69.13,199,60.4,492.8,1449.44
69.01,199,59.9,496.0,1446.17
68.9,199,60.8,499.2,1451.89
68.78,198,62.4,502.4,1448.28
68.68,198,60.1,505.6,1452.81
68.57,198,61.7,508.8,1449.31
68.47,198,60.9,512.0,1450.02
68.37,198,57.5,515.2,1451.3
68.28,198,60.6,518.4,1451.26
68.19,198,61.4,521.6,1450.13
68.11,197,62.1,524.8,1447.2
68.04,197,59.3,528.0,1449.48
67.97,197,60.7,531.2,1447.74
67.9,197,60.3,534.4,1452.41
67.84,197,57.0,537.6,1450.45
67.79,197,62.1,540.8,1453.79
67.74,197,61.1,544.0,1448.91
67.7,197,58.9,547.2,1450.77
67.67,197,58.0,550.4,1451.09
67.64,197,57.9,553.6,1451.09
67.62,197,61.9,556.8,1450.58
67.61,197,57.4,560.0,1449.07
67.6,197,58.9,563.2,1449.6
67.6,197,59.1,566.4,1450.59
67.61,197,57.8,569.6,1449.71
67.62,197,59.3,572.8,1450.81
67.64,197,58.2,576.0,1448.63
67.67,197,61.3,579.2,1452.21
67.7,197,61.5,582.4,1450.75
67.74,197,60.2,585.6,1449.47
67.79,197,61.2,588.8,1454.79
67.84,197,62.8,592.0,1449.27
67.9,197,57.4,595.2,1448.27
67.97,197,59.1,598.4,1451.43
68.04,197,61.6,601.6,1451.75
68.12,197,58.1,604.8,1451.84
68.2,198,58.0,608.0,1446.74
68.29,198,59.9,611.2,1450.43
68.38,198,61.0,614.4,1450.52
68.48,198,58.2,617.6,1450.28
68.58,198,61.6,620.8,1448.78
68.68,198,57.8,624.0,1448.34
68.79,198,56.6,627.2,1451.33
68.9,199,59.2,630.4,1450.99
69.02,199,58.6,633.6,1449.33
69.14,199,59.3,636.8,1450.68
69.26,199,59.8,640.0,1451.61
69.38,199,64.0,643.2,1449.48
69.51,199,58.4,646.4,1452.69
69.63,200,60.7,649.6,1452.88
69.76,200,61.4,652.8,1448.41
69.89,200,63.2,656.0,1450.24
70.02,200,58.8,659.2,1450.68
70.14,200,59.8,662.4,1447.76
70.27,200,61.2,665.6,1453.41
70.4,201,59.2,668.8,1448.38
70.52,201,59.9,672.0,1449.98
70.65,201,60.3,675.2,1448.39
70.77,201,61.4,678.4,1450.04
70.89,201,59.9,681.6,1448.5
71.01,201,62.1,684.8,1451.06
71.12,202,58.6,688.0,1449.03
71.23,202,60.5,691.2,1447.54
71.34,202,60.8,694.4,1449.97
71.45,202,60.8,697.6,1450.54
71.55,202,60.6,700.8,1448.23
71.64,202,57.5,704.0,1448.44
71.73,202,60.2,707.2,1449.34
71.82,202,59.2,710.4,1451.79
71.9,203,59.5,713.6,1450.26
71.98,203,62.5,716.8,1450.63
72.05,203,61.0,720.0,1448.15
72.11,203,60.0,723.2,1449.21
72.17,203,63.2,726.4,1450.61
72.22,203,59.8,729.6,1450.06
72.27,203,61.8,732.8,1453.14
72.3,203,62.3,736.0,1449.68
72.34,203,60.6,739.2,1449.52
72.36,203,59.4,742.4,1451.94
72.38,203,58.0,745.6,1451.5
72.39,203,58.2,748.8,1452.08
72.4,203,60.9,752.0,1446.32
72.4,203,59.3,755.2,1446.65
72.39,203,58.6,758.4,1453.04
72.37,203,60.4,761.6,1449.22
72.35,203,61.3,764.8,1447.18
72.32,203,58.5,768.0,1446.96
72.29,203,60.0,771.2,1450.31
72.25,203,57.9,774.4,1450.51
72.2,203,61.0,777.6,1450.2
72.15,203,60.4,780.8,1449.47
72.08,203,60.3,784.0,1451.72
72.02,203,57.0,787.2,1449.88
71.95,203,61.5,790.4,1451.3
71.87,203,58.8,793.6,1449.5
71.79,202,61.8,796.8,1450.25
71.7,202,57.7,0.0,1448.49
71.6,202,58.9,3.2,1447.68
71.51,202,59.7,6.4,1449.07
71.4,202,60.3,9.6,1452.68
71.3,202,61.5,12.8,1450.81
71.19,202,61.1,16.0,1449.28
71.08,201,60.0,19.2,1447.87
70.96,201,59.0,22.4,1448.86
70.84,201,62.8,25.6,1454.04
70.72,201,59.7,28.8,1449.85
70.6,201,54.7,32.0,1448.13
70.47,201,59.2,35.2,1449.58
70.35,200,60.6,38.4,1448.4
70.22,200,62.7,41.6,1450.7
70.09,200,58.6,44.8,1450.69
69.96,200,59.5,48.0,1451.19
69.83,200,60.1,51.2,1451.75
69.71,200,58.9,54.4,1449.17
69.58,199,59.3,57.6,1450.79
69.45,199,59.4,60.8,1449.83
69.33,199,57.1,64.0,1449.64
69.21,199,59.1,67.2,1446.94
69.09,199,59.0,70.4,1453.54
68.97,199,60.5,73.6,1451.7
68.86,198,62.1,76.8,1450.47
68.75,198,59.0,80.0,1448.56
68.64,198,59.4,83.2,1450.89
68.53,198,60.6,86.4,1452.05
68.44,198,61.6,89.6,1450.7
68.34,198,59.8,92.8,1451.87
68.25,198,59.7,96.0,1447.79
68.17,198,60.8,99.2,1449.94
68.09,197,59.2,102.4,1449.76
68.01,197,59.5,105.6,1448.81
67.94,197,60.1,108.8,1449.92
67.88,197,58.9,112.0,1449.04
67.82,197,61.1,115.2,1447.82
67.77,197,61.0,118.4,1451.23
67.73,197,58.5,121.6,1451.79
67.69,197,59.5,124.8,1451.08
67.66,197,60.8,128.0,1448.98
67.63,197,61.7,131.2,1448.87
67.62,197,60.4,134.4,1448.38
67.6,197,57.6,137.6,1451.76
67.6,197,60.2,140.8,1451.71
67.6,197,59.1,144.0,1448.17
67.61,197,59.5,147.2,1450.51
67.63,197,60.2,150.4,1452.39
67.65,197,60.3,153.6,1446.93
67.68,197,59.5,156.8,1448.38
67.72,197,59.0,160.0,1451.17
67.76,197,60.7,163.2,1451.59
67.81,197,57.9,166.4,1449.93
67.87,197,61.4,169.6,1450.74
67.93,197,61.4,172.8,1447.68
67.99,197,62.3,176.0,1451.44
68.07,197,62.2,179.2,1452.58
68.15,197,61.0,182.4,1451.76
68.23,198,62.0,185.6,1449.64
68.32,198,58.7,188.8,1452.73
68.41,198,58.5,192.0,1451.23
68.51,198,58.7,195.2,1449.82
68.61,198,60.1,198.4,1453.72
68.72,198,58.7,201.6,1447.57
68.83,198,57.1,204.8,1450.11
68.94,199,62.6,208.0,1449.89
69.06,199,58.6,211.2,1448.75
69.18,199,61.7,214.4,1448.84
69.3,199,61.5,217.6,1449.4
69.43,199,60.7,220.8,1448.27
69.55,199,59.2,224.0,1449.98
69.68,200,58.5,227.2,1452.53
69.8,200,61.7,230.4,1450.28
69.93,200,60.6,233.6,1449.24
70.06,200,61.2,236.8,1446.72
70.19,200,59.3,240.0,1448.83
70.32,200,61.0,243.2,1449.19
70.44,201,59.4,246.4,1450.89
70.57,201,57.5,249.6,1448.4
70.69,201,58.7,252.8,1446.69
70.81,201,54.7,256.0,1448.38
70.93,201,59.4,259.2,1450.36
71.05,201,60.3,262.4,1450.54
71.16,202,57.2,265.6,1449.04
71.27,202,61.4,268.8,1447.81
71.38,202,61.2,272.0,1448.27
71.48,202,62.6,275.2,1451.7
71.58,202,60.3,278.4,1451.86
71.68,202,63.5,281.6,1450.54
71.76,202,60.2,284.8,1454.26
71.85,203,59.9,288.0,1453.47
71.93,203,59.7,291.2,1449.83
72.0,203,57.2,294.4,1451.51
72.07,203,60.0,297.6,1448.95
72.13,203,59.7,300.8,1452.16
72.19,203,58.6,304.0,1449.5
72.24,203,61.8,307.2,1445.53
72.28,203,59.7,310.4,1447.58
72.32,203,62.5,313.6,1447.88
72.35,203,59.3,316.8,1448.48
72.37,203,58.9,320.0,1449.62
72.39,203,58.5,323.2,1450.72
72.4,203,58.3,326.4,1449.37
72.4,203,59.4,329.6,1451.24
72.4,203,59.7,332.8,1448.27
72.39,203,58.7,336.0,1450.44
72.37,203,61.2,339.2,1450.23
72.34,203,59.5,342.4,1452.81
72.31,203,62.2,345.6,1450.77
72.28,203,58.3,348.8,1451.29
72.23,203,58.5,352.0,1453.01
72.18,203,59.6,355.2,1450.28
72.12,203,62.0,358.4,1448.84
72.06,203,57.9,361.6,1449.62
71.99,203,61.2,364.8,1450.56
71.92,203,61.6,368.0,1453.93
71.84,202,58.7,371.2,1450.53
71.75,202,60.4,374.4,1451.65
71.66,202,60.4,377.6,1450.91
71.57,202,60.0,380.8,1452.48
71.47,202,62.1,384.0,1452.01
71.37,202,60.9,387.2,1448.14
71.26,202,58.9,390.4,1451.38
71.15,202,58.1,393.6,1450.47
71.04,201,57.5,396.8,1447.05
70.92,201,62.7,400.0,1448.23
70.8,201,58.8,403.2,1451.96
70.68,201,59.6,406.4,1449.19
70.55,201,57.8,409.6,1450.58
70.43,201,57.9,412.8,1448.99
70.3,200,61.5,416.0,1451.19
70.17,200,61.6,419.2,1450.23
70.05,200,58.4,422.4,1451.04
69.92,200,60.1,425.6,1451.25
69.79,200,61.9,428.8,1450.1
69.66,200,59.0,432.0,1450.77
69.54,199,60.6,435.2,1452.96
69.41,199,57.4,438.4,1451.67
69.29,199,58.2,441.6,1451.0
69.17,199,61.0,444.8,1450.25
69.05,199,61.4,448.0,1452.85
68.93,199,61.2,451.2,1448.62
68.82,198,59.4,454.4,1450.41
68.71,198,59.6,457.6,1449.5
68.6,198,58.7,460.8,1450.43
68.5,198,58.1,464.0,1448.77
68.4,198,60.6,467.2,1448.81
68.31,198,59.9,470.4,1448.76
68.22,198,60.5,473.6,1452.07
68.14,197,59.8,476.8,1447.87
68.06,197,58.8,480.0,1449.31
67.99,197,61.1,483.2,1449.82
67.92,197,62.6,486.4,1450.0
67.86,197,61.9,489.6,1451.81
67.8,197,60.1,492.8,1453.2
67.75,197,60.1,496.0,1447.96
67.71,197,60.4,499.2,1450.97
67.68,197,62.7,502.4,1448.91
67.65,197,59.5,505.6,1446.72
67.63,197,59.0,508.8,1447.07
67.61,197,62.6,512.0,1449.08
67.6,197,62.2,515.2,1454.07
67.6,197,59.8,518.4,1449.0
67.61,197,62.8,521.6,1451.42
67.62,197,59.8,524.8,1451.78
67.64,197,61.8,528.0,1452.0
67.66,197,61.7,531.2,1453.18
67.69,197,58.1,534.4,1448.77
67.73,197,59.2,537.6,1450.23
67.78,197,61.6,540.8,1451.69
67.83,197,59.4,544.0,1451.16
67.89,197,61.5,547.2,1453.84
67.95,197,60.7,550.4,1449.45
68.02,197,57.0,553.6,1451.52
68.09,197,59.2,556.8,1449.22
68.18,198,57.7,560.0,1450.3
68.26,198,59.3,563.2,1448.98
68.35,198,58.8,566.4,1449.28
68.45,198,59.2,569.6,1450.6
68.55,198,57.7,572.8,1449.72
68.65,198,62.7,576.0,1445.63
68.76,198,60.0,579.2,1452.51
68.87,198,62.1,582.4,1451.2
68.98,199,57.3,585.6,1450.51
69.1,199,59.6,588.8,1452.51
69.22,199,61.5,592.0,1452.71
69.34,199,60.3,595.2,1451.29
69.47,199,56.9,598.4,1448.3
69.59,199,60.6,601.6,1452.44
69.72,200,57.8,604.8,1447.22
69.85,200,62.4,608.0,1449.82
69.98,200,58.5,611.2,1450.85
70.11,200,58.6,614.4,1452.88
70.23,200,59.6,617.6,1452.41
70.36,200,59.3,620.8,1452.11
70.49,201,60.4,624.0,1450.67
70.61,201,60.9,627.2,1448.75
70.73,201,62.0,630.4,1451.77
70.86,201,59.0,633.6,1450.55
70.97,201,60.1,636.8,1451.25
71.09,201,59.1,640.0,1449.02
71.2,202,57.5,643.2,1450.65
71.31,202,59.6,646.4,1448.67
71.42,202,58.3,649.6,1448.27
71.52,202,62.0,652.8,1451.14
71.62,202,58.4,656.0,1451.8
71.71,202,61.6,659.2,1449.35
71.8,202,58.0,662.4,1448.07
71.88,203,57.6,665.6,1448.23
71.95,203,60.6,668.8,1449.0
72.03,203,59.5,672.0,1449.0
72.09,203,62.1,675.2,1448.61
72.15,203,59.5,678.4,1451.93
72.21,203,59.2,681.6,1447.2
72.25,203,59.5,684.8,1443.93
72.29,203,59.5,688.0,1449.57
72.33,203,59.4,691.2,1452.45
72.36,203,58.3,694.4,1449.5
72.38,203,59.5,697.6,1449.42
72.39,203,58.3,700.8,1449.17
72.4,203,60.6,704.0,1450.01
72.4,203,58.0,707.2,1450.98
72.39,203,60.2,710.4,1451.18
72.38,203,62.0,713.6,1449.7
72.36,203,59.4,716.8,1450.64
72.33,203,61.3,720.0,1448.65
72.3,203,59.6,723.2,1449.9
72.26,203,57.7,726.4,1450.09
72.21,203,61.2,729.6,1451.36
72.16,203,59.8,732.8,1447.84
72.1,203,60.7,736.0,1448.09
72.04,203,57.0,739.2,1450.61
71.97,203,60.1,742.4,1450.04
71.89,203,60.8,745.6,1450.05
71.81,202,63.6,748.8,1449.88
71.72,202,61.4,752.0,1449.3
71.63,202,61.5,755.2,1450.73
71.54,202,60.2,758.4,1450.08
71.43,202,63.7,761.6,1452.62
71.33,202,59.6,764.8,1449.36
71.22,202,60.3,768.0,1449.91
71.11,202,61.2,771.2,1448.19
70.99,201,59.1,774.4,1452.22
70.88,201,59.3,777.6,1447.12
70.76,201,60.8,780.8,1446.3
70.63,201,59.5,784.0,1450.12
70.51,201,59.0,787.2,1449.73
70.38,201,60.5,790.4,1450.66
70.26,200,59.6,793.6,1450.93
70.13,200,60.5,796.8,1450.42
70.0,200,56.8,0.0,1449.31
69.87,200,58.1,3.2,1447.45
69.74,200,62.2,6.4,1447.65
69.62,199,59.6,9.6,1452.86
69.49,199,57.8,12.8,1449.96
69.37,199,60.5,16.0,1449.88
69.24,199,57.3,19.2,1451.95
69.12,199,61.3,22.4,1454.5
69.01,199,60.4,25.6,1449.27
68.89,198,61.6,28.8,1453.5
68.78,198,62.7,32.0,1446.53
68.67,198,58.1,35.2,1451.43
68.57,198,60.4,38.4,1452.45
68.46,198,61.5,41.6,1448.99
68.37,198,57.3,44.8,1449.88
68.28,198,59.8,48.0,1452.4
68.19,198,58.9,51.2,1451.96
68.11,197,60.4,54.4,1448.76
68.03,197,60.1,57.6,1452.31
67.96,197,59.3,60.8,1450.87
67.9,197,57.8,64.0,1449.97
67.84,197,59.4,67.2,1453.31
67.79,197,61.0,70.4,1446.45
67.74,197,58.6,73.6,1449.18
67.7,197,58.1,76.8,1451.22
67.67,197,62.0,80.0,1452.91
67.64,197,59.4,83.2,1449.8
67.62,197,61.2,86.4,1447.43
67.61,197,58.7,89.6,1452.2
67.6,197,60.7,92.8,1447.45
67.6,197,60.3,96.0,1449.96
67.61,197,58.3,99.2,1451.8
67.62,197,62.4,102.4,1449.04
67.64,197,59.4,105.6,1451.62
67.67,197,57.5,108.8,1452.82
67.71,197,58.4,112.0,1449.53
67.75,197,60.3,115.2,1448.61
67.79,197,59.9,118.4,1450.35
67.85,197,60.8,121.6,1451.23
67.91,197,60.7,124.8,1450.96
67.97,197,60.8,128.0,1445.9
68.05,197,60.4,131.2,1452.5
68.12,197,58.7,134.4,1449.82
68.2,198,61.5,137.6,1447.12
68.29,198,60.3,140.8,1446.29
68.38,198,60.1,144.0,1448.95
68.48,198,61.4,147.2,1452.92
68.58,198,57.8,150.4,1450.88
68.69,198,61.3,153.6,1451.17
68.8,198,61.2,156.8,1450.79
68.91,199,61.0,160.0,1448.35
69.03,199,60.7,163.2,1450.07
69.14,199,59.0,166.4,1452.44
69.27,199,61.0,169.6,1452.62
69.39,199,57.8,172.8,1453.19
69.51,199,59.5,176.0,1451.06
69.64,200,59.9,179.2,1449.39
69.77,200,62.6,182.4,1452.26
69.89,200,60.2,185.6,1447.55
70.02,200,60.4,188.8,1449.64
70.15,200,61.7,192.0,1450.14
70.28,200,59.7,195.2,1449.47
70.41,201,58.6,198.4,1450.99
70.53,201,60.6,201.6,1448.62
70.66,201,60.4,204.8,1449.99
70.78,201,60.3,208.0,1449.0
70.9,201,60.8,211.2,1449.76
71.02,201,60.7,214.4,1449.62
71.13,202,58.3,217.6,1446.23
71.24,202,60.0,220.8,1447.85
71.35,202,61.1,224.0,1449.9
71.45,202,57.1,227.2,1448.67
71.55,202,61.5,230.4,1449.85
71.65,202,61.8,233.6,1452.99
